loan_id,customer_id,loan_amount,loan_term_months,interest_rate,loan_type,loan_status,loan_issue_date,loan_end_date
L018900,C00404,4262865,12,8.18,Personal Loan,Closed,2021-03-12,2022-03-07
L018901,C09393,3462452,12,16.18,Education Loan,Active,2023-11-01,2024-10-26
L018902,C08180,1635267,120,7.51,Auto Loan,Active,2021-10-13,2031-08-22
L018903,C09067,427219,120,13.93,Personal Loan,Active,2023-01-08,2032-11-16
L018904,C06440,3583978,48,17.35,Auto Loan,Active,2022-07-09,2026-06-18
L018905,C03993,1190997,12,7.53,Business Loan,Active,2024-04-10,2025-04-05
L018906,C01774,4157222,60,14.87,Credit Line,Closed,2021-10-15,2026-09-19
L018907,C05664,3614265,36,12.58,Home Loan,Closed,2023-11-08,2026-10-23
L018908,C06332,3115293,60,11.99,Auto Loan,Closed,2021-06-08,2026-05-13
L018909,C04081,3912223,180,10.08,Business Loan,Active,2021-01-27,2035-11-10
L018910,C04450,1981093,60,8.44,Auto Loan,Closed,2023-09-17,2028-08-21
L018911,C07602,74067,120,14.85,Home Loan,Closed,2021-08-20,2031-06-29
L018912,C08998,4471565,48,13.6,Auto Loan,Closed,2021-05-19,2025-04-28
L018913,C06120,2251962,12,8.15,Home Loan,Active,2024-04-20,2025-04-15
L018914,C07061,4263088,36,14.92,Credit Line,Closed,2024-05-08,2027-04-23
L018915,C00364,3998457,120,14.4,Personal Loan,Active,2021-04-28,2031-03-07
L018916,C02113,2054045,60,12.53,Education Loan,Active,2025-04-18,2030-03-23
L018917,C00618,4685947,120,11.73,Personal Loan,Active,2023-10-11,2033-08-19
L018918,C05633,3978160,60,9.6,Auto Loan,Closed,2022-12-30,2027-12-04
L018919,C05380,4983309,24,12.46,Home Loan,Active,2021-12-15,2023-12-05
L018920,C07082,4841186,48,9.46,Education Loan,Closed,2025-08-25,2029-08-04
L018921,C08779,2102289,60,8.56,Business Loan,Closed,2023-11-13,2028-10-17
L018922,C04228,4299938,12,12.91,Business Loan,Active,2023-01-03,2023-12-29
L018923,C00282,94750,120,14.08,Auto Loan,Active,2025-12-20,2035-10-29
L018924,C00968,427375,120,16.48,Home Loan,Defaulted,2021-04-09,2031-02-16
L018925,C05950,1724830,48,7.87,Personal Loan,Active,2022-07-31,2026-07-10
L018926,C07743,4705400,60,13.65,Education Loan,Defaulted,2025-06-11,2030-05-16
L018927,C05169,4730054,36,15.15,Auto Loan,Closed,2024-01-29,2027-01-13
L018928,C01798,1377150,84,11.71,Auto Loan,Active,2022-01-20,2028-12-14
L018929,C06039,1795486,12,17.04,Personal Loan,Closed,2022-12-17,2023-12-12
L018930,C04979,387997,24,11.38,Auto Loan,Active,2025-06-06,2027-05-27
L018931,C06973,2730234,84,8.69,Business Loan,Active,2025-05-04,2032-03-28
L018932,C04890,1788298,36,13.3,Credit Line,Closed,2023-03-13,2026-02-25
L018933,C08691,1159497,36,12.25,Personal Loan,Closed,2022-08-23,2025-08-07
L018934,C07419,4982173,120,12.03,Personal Loan,Active,2021-07-30,2031-06-08
L018935,C05612,541229,180,12.44,Personal Loan,Active,2021-11-12,2036-08-25
L018936,C06254,3091929,84,7.94,Credit Line,Active,2023-10-23,2030-09-16
L018937,C02086,669032,60,9.85,Home Loan,Active,2022-11-23,2027-10-28
L018938,C05527,367645,36,13.6,Personal Loan,Active,2021-04-07,2024-03-22
L018939,C02188,4316782,36,13.13,Personal Loan,Active,2022-09-24,2025-09-08
L018940,C04627,272188,60,8.59,Education Loan,Active,2024-12-22,2029-11-26
L018941,C05268,1732097,60,14.87,Auto Loan,Closed,2021-05-14,2026-04-18
L018942,C06945,1174117,60,17.92,Education Loan,Active,2022-11-13,2027-10-18
L018943,C03531,3897367,36,15.19,Home Loan,Active,2023-07-05,2026-06-19
L018944,C00967,3631817,240,12.96,Credit Line,Active,2025-08-15,2045-05-02
L018945,C09493,1533777,60,10.57,Home Loan,Active,2024-07-19,2029-06-23
L018946,C03378,1196824,48,16.19,Personal Loan,Active,2025-12-29,2029-12-08
L018947,C06178,263844,36,14.23,Education Loan,Active,2021-07-13,2024-06-27
L018948,C08732,814305,48,13.42,Education Loan,Active,2024-02-21,2028-01-31
L018949,C05941,489897,240,15.38,Education Loan,Defaulted,2023-10-06,2043-06-23
L018950,C03770,339302,240,10.69,Home Loan,Closed,2023-11-19,2043-08-06
L018951,C01622,1088665,36,15.6,Personal Loan,Active,2022-09-01,2025-08-16
L018952,C09782,3670869,12,9.37,Auto Loan,Active,2023-07-04,2024-06-28
L018953,C00577,2783215,84,12.36,Auto Loan,Active,2024-09-15,2031-08-10
L018954,C08755,3607628,24,7.06,Personal Loan,Active,2023-01-02,2024-12-22
L018955,C05925,100685,180,9.95,Auto Loan,Active,2022-01-24,2036-11-06
L018956,C08134,492683,120,13.03,Business Loan,Active,2021-05-30,2031-04-08
L018957,C00775,645211,60,7.32,Personal Loan,Active,2025-06-07,2030-05-12
L018958,C02079,2096401,48,17.29,Education Loan,Closed,2025-12-01,2029-11-10
L018959,C06788,200556,24,13.43,Home Loan,Active,2023-07-29,2025-07-18
L018960,C01395,565164,36,9.4,Business Loan,Defaulted,2023-05-02,2026-04-16
L018961,C02522,3044774,12,9.16,Auto Loan,Active,2021-04-14,2022-04-09
L018962,C05498,2670355,48,12.34,Credit Line,Active,2021-07-20,2025-06-29
L018963,C02072,3010787,36,12.61,Credit Line,Closed,2023-08-14,2026-07-29
L018964,C05590,3363414,60,9.19,Personal Loan,Closed,2022-06-14,2027-05-19
L018965,C04225,2409173,24,14.98,Education Loan,Active,2023-08-05,2025-07-25
L018966,C08027,1543853,36,10.9,Home Loan,Active,2023-11-20,2026-11-04
L018967,C03004,3397845,120,9.46,Business Loan,Active,2024-03-24,2034-01-31
L018968,C06717,3790903,84,14.13,Education Loan,Closed,2021-07-02,2028-05-26
L018969,C00664,4161512,84,13.72,Credit Line,Closed,2025-11-14,2032-10-08
L018970,C04069,2753815,48,13.42,Personal Loan,Closed,2025-06-02,2029-05-12
L018971,C09785,4160989,180,12.22,Auto Loan,Active,2024-03-22,2039-01-03
L018972,C04659,1428757,24,17.01,Auto Loan,Closed,2025-11-16,2027-11-06
L018973,C07754,4213638,60,17.95,Personal Loan,Closed,2021-08-15,2026-07-20
L018974,C03136,4332317,36,11.94,Education Loan,Closed,2022-09-13,2025-08-28
L018975,C00183,1844660,120,14.0,Business Loan,Active,2022-11-30,2032-10-08
L018976,C01530,1988858,48,15.87,Education Loan,Active,2023-08-24,2027-08-03
L018977,C01270,4576871,180,13.3,Personal Loan,Active,2023-05-23,2038-03-05
L018978,C00123,2731889,60,13.91,Education Loan,Active,2023-03-21,2028-02-23
L018979,C00762,2904190,36,10.92,Home Loan,Active,2022-05-27,2025-05-11
L018980,C06192,4355349,60,7.08,Auto Loan,Closed,2023-12-23,2028-11-26
L018981,C07109,1531711,48,10.86,Personal Loan,Closed,2023-06-25,2027-06-04
L018982,C00229,2183935,84,12.34,Education Loan,Defaulted,2021-11-17,2028-10-11
L018983,C09352,854303,60,11.33,Auto Loan,Active,2024-11-28,2029-11-02
L018984,C08904,2935279,48,7.07,Business Loan,Active,2023-06-18,2027-05-28
L018985,C02697,3057492,240,9.42,Business Loan,Closed,2022-04-18,2042-01-03
L018986,C03979,2112808,36,14.17,Business Loan,Active,2024-08-11,2027-07-27
L018987,C06280,3960112,84,7.88,Home Loan,Active,2025-09-07,2032-08-01
L018988,C02590,3617516,120,10.08,Education Loan,Active,2024-03-17,2034-01-24
L018989,C04251,111484,60,17.27,Auto Loan,Closed,2022-03-09,2027-02-11
L018990,C08607,3017548,24,9.61,Home Loan,Closed,2021-08-26,2023-08-16
L018991,C01589,1253830,24,17.43,Personal Loan,Active,2022-06-28,2024-06-17
L018992,C08522,598974,120,14.55,Auto Loan,Active,2021-09-06,2031-07-16
L018993,C03131,4991309,60,8.0,Personal Loan,Active,2021-07-26,2026-06-30
L018994,C06892,969826,120,13.51,Auto Loan,Active,2025-06-27,2035-05-06
L018995,C03143,4144046,24,7.23,Home Loan,Closed,2025-11-12,2027-11-02
L018996,C03435,3297716,60,11.31,Credit Line,Active,2025-04-24,2030-03-29
L018997,C03542,2078469,60,9.64,Education Loan,Active,2025-04-14,2030-03-19
L018998,C09824,3287320,120,9.26,Credit Line,Active,2024-12-10,2034-10-19
L018999,C02065,2726624,240,9.25,Credit Line,Defaulted,2021-11-17,2041-08-04
L019000,C07146,1522614,36,16.3,Home Loan,Active,2022-05-24,2025-05-08
L019001,C06995,1801878,120,11.9,Business Loan,Closed,2025-10-02,2035-08-11
L019002,C07347,3969754,180,8.64,Education Loan,Closed,2025-08-25,2040-06-07
L019003,C00557,3533366,120,8.2,Personal Loan,Closed,2024-12-19,2034-10-28
L019004,C01385,3557445,48,10.31,Home Loan,Active,2022-12-08,2026-11-17
L019005,C02621,4677358,24,11.19,Business Loan,Defaulted,2024-06-08,2026-05-29
L019006,C04894,4613527,48,12.57,Home Loan,Active,2022-07-15,2026-06-24
L019007,C07966,3762554,36,12.43,Auto Loan,Defaulted,2021-06-02,2024-05-17
L019008,C06564,3773029,60,10.95,Education Loan,Closed,2021-07-21,2026-06-25
L019009,C03351,1471617,120,7.96,Personal Loan,Active,2024-03-13,2034-01-20
L019010,C05497,2823410,120,13.38,Education Loan,Active,2021-11-12,2031-09-21
L019011,C06634,2945048,12,12.46,Personal Loan,Closed,2025-03-29,2026-03-24
L019012,C03248,1092429,120,15.59,Education Loan,Defaulted,2024-09-15,2034-07-25
L019013,C00622,717534,120,16.9,Home Loan,Closed,2021-10-29,2031-09-07
L019014,C01456,3534081,120,15.87,Education Loan,Active,2023-06-11,2033-04-19
L019015,C09780,2832224,36,15.23,Home Loan,Closed,2024-02-14,2027-01-29
L019016,C09762,3338997,180,14.19,Education Loan,Active,2021-08-13,2036-05-26
L019017,C08012,2896203,180,14.87,Personal Loan,Closed,2025-01-11,2039-10-25
L019018,C06734,4724967,84,9.07,Personal Loan,Active,2023-04-18,2030-03-12
L019019,C05455,3512165,84,12.51,Auto Loan,Defaulted,2022-12-10,2029-11-03
L019020,C07511,1021126,84,7.12,Education Loan,Closed,2023-08-19,2030-07-13
L019021,C06021,2115212,36,15.9,Auto Loan,Closed,2025-02-19,2028-02-04
L019022,C09246,3846200,240,10.02,Education Loan,Active,2023-08-08,2043-04-25
L019023,C01772,3444447,36,13.43,Auto Loan,Closed,2023-02-05,2026-01-20
L019024,C07818,2813071,84,16.11,Education Loan,Active,2021-12-14,2028-11-07
L019025,C03571,3756506,180,16.27,Business Loan,Active,2023-12-21,2038-10-03
L019026,C04615,1275875,180,13.96,Business Loan,Closed,2021-01-04,2035-10-18
L019027,C07098,2245531,48,8.37,Auto Loan,Active,2021-08-14,2025-07-24
L019028,C00149,4709801,240,16.96,Education Loan,Active,2024-11-10,2044-07-28
L019029,C05311,481090,84,10.35,Business Loan,Active,2024-11-11,2031-10-06
L019030,C07824,331436,24,16.26,Personal Loan,Closed,2024-01-19,2026-01-08
L019031,C09700,3416684,24,15.12,Home Loan,Active,2025-09-12,2027-09-02
L019032,C08429,4760959,36,16.55,Home Loan,Closed,2023-08-26,2026-08-10
L019033,C03982,4870534,120,9.34,Home Loan,Closed,2021-03-28,2031-02-04
L019034,C00574,2566838,12,10.24,Auto Loan,Closed,2021-11-08,2022-11-03
L019035,C05142,4249182,60,13.74,Personal Loan,Closed,2024-01-12,2028-12-16
L019036,C01292,3806261,36,14.08,Credit Line,Active,2023-01-14,2025-12-29
L019037,C00560,1270981,12,16.02,Home Loan,Active,2022-01-17,2023-01-12
L019038,C03413,2481649,240,12.32,Credit Line,Active,2023-04-06,2042-12-22
L019039,C03769,767279,36,14.27,Education Loan,Active,2022-08-26,2025-08-10
L019040,C06870,2776146,120,11.23,Personal Loan,Closed,2024-08-13,2034-06-22
L019041,C02559,608999,180,15.81,Auto Loan,Active,2023-08-09,2038-05-22
L019042,C02835,4741925,36,7.01,Credit Line,Closed,2025-04-25,2028-04-09
L019043,C06681,2184398,120,13.09,Auto Loan,Active,2021-10-19,2031-08-28
L019044,C04675,1060993,240,12.91,Business Loan,Active,2025-05-07,2045-01-22
L019045,C04142,3349887,12,17.82,Business Loan,Closed,2025-06-22,2026-06-17
L019046,C07234,1637585,60,12.25,Business Loan,Active,2024-11-07,2029-10-12
L019047,C05155,296641,120,14.1,Home Loan,Active,2022-09-20,2032-07-29
L019048,C08896,2633461,12,14.21,Home Loan,Closed,2025-03-09,2026-03-04
L019049,C03534,1680574,60,16.78,Auto Loan,Closed,2023-07-27,2028-06-30
L019050,C07147,88110,180,10.18,Credit Line,Active,2021-05-18,2036-02-29
L019051,C01047,4029871,180,9.38,Auto Loan,Closed,2023-08-02,2038-05-15
L019052,C08608,258926,240,11.22,Business Loan,Closed,2025-11-21,2045-08-08
L019053,C08162,1113214,36,8.8,Education Loan,Closed,2024-05-06,2027-04-21
L019054,C05549,364702,36,13.87,Personal Loan,Closed,2023-04-23,2026-04-07
L019055,C06879,4529912,24,16.75,Business Loan,Defaulted,2024-03-18,2026-03-08
L019056,C02315,1577449,24,13.06,Credit Line,Active,2022-03-09,2024-02-27
L019057,C03438,4827727,48,15.01,Education Loan,Defaulted,2022-02-21,2026-01-31
L019058,C04957,1213648,120,12.56,Credit Line,Active,2025-09-22,2035-08-01
L019059,C04191,2701142,12,11.33,Education Loan,Active,2025-06-01,2026-05-27
L019060,C09674,4534780,60,17.62,Auto Loan,Active,2024-12-17,2029-11-21
L019061,C01465,52105,24,7.75,Auto Loan,Closed,2025-08-01,2027-07-22
L019062,C07722,257465,84,11.5,Personal Loan,Closed,2022-12-19,2029-11-12
L019063,C03185,2089828,24,12.22,Education Loan,Defaulted,2023-07-29,2025-07-18
L019064,C04542,1847808,60,11.73,Education Loan,Active,2025-11-26,2030-10-31
L019065,C07702,903255,24,13.96,Credit Line,Closed,2025-12-11,2027-12-01
L019066,C08943,3476463,84,10.31,Personal Loan,Closed,2023-08-19,2030-07-13
L019067,C08075,4810014,84,12.85,Credit Line,Active,2025-02-05,2031-12-31
L019068,C08890,1282419,240,15.67,Business Loan,Active,2022-10-14,2042-07-01
L019069,C05957,511466,84,12.21,Education Loan,Active,2022-02-23,2029-01-17
L019070,C08396,730169,24,16.95,Education Loan,Active,2022-04-06,2024-03-26
L019071,C03796,1543493,12,14.76,Home Loan,Active,2024-11-01,2025-10-27
L019072,C01729,4250158,24,9.93,Personal Loan,Active,2024-09-19,2026-09-09
L019073,C05550,4085127,24,11.52,Education Loan,Closed,2025-04-12,2027-04-02
L019074,C04216,4921833,120,9.63,Credit Line,Closed,2022-02-25,2032-01-04
L019075,C05382,2178634,36,11.76,Home Loan,Closed,2025-01-26,2028-01-11
L019076,C03530,4453617,240,10.77,Personal Loan,Closed,2025-08-07,2045-04-24
L019077,C08717,690418,84,15.1,Home Loan,Defaulted,2021-08-12,2028-07-06
L019078,C03978,179731,36,14.21,Credit Line,Closed,2024-10-04,2027-09-19
L019079,C06269,2673475,120,9.29,Auto Loan,Closed,2025-07-20,2035-05-29
L019080,C09105,150633,84,7.69,Education Loan,Defaulted,2025-07-26,2032-06-19
L019081,C01802,2606528,60,15.1,Auto Loan,Active,2021-03-16,2026-02-18
L019082,C03215,2937298,180,17.63,Auto Loan,Closed,2022-11-01,2037-08-14
L019083,C08313,2105831,48,14.8,Auto Loan,Closed,2022-07-17,2026-06-26
L019084,C04250,4346901,24,14.87,Personal Loan,Closed,2023-09-05,2025-08-25
L019085,C09282,1351354,120,11.18,Credit Line,Active,2021-10-09,2031-08-18
L019086,C01813,3506426,120,14.67,Education Loan,Active,2021-08-22,2031-07-01
L019087,C00250,2312477,84,13.21,Home Loan,Closed,2025-10-24,2032-09-17
L019088,C05064,2417918,84,17.37,Education Loan,Defaulted,2023-07-07,2030-05-31
L019089,C02928,901194,36,9.54,Business Loan,Active,2021-09-30,2024-09-14
L019090,C05909,1075695,48,16.68,Home Loan,Active,2021-04-03,2025-03-13
L019091,C07617,4175299,180,13.67,Home Loan,Active,2022-07-26,2037-05-08
L019092,C06636,2979325,240,17.58,Auto Loan,Active,2025-02-04,2044-10-22
L019093,C01596,3898323,120,11.52,Education Loan,Active,2024-11-23,2034-10-02
L019094,C03304,3358280,24,16.4,Business Loan,Active,2023-11-19,2025-11-08
L019095,C00566,3641239,60,12.27,Education Loan,Closed,2022-12-30,2027-12-04
L019096,C00161,3439782,180,9.07,Personal Loan,Active,2024-02-16,2038-11-29
L019097,C05375,1250625,48,12.69,Home Loan,Closed,2024-03-07,2028-02-15
L019098,C08398,3011734,84,14.91,Personal Loan,Active,2024-03-19,2031-02-11
L019099,C03902,1800362,48,11.71,Education Loan,Defaulted,2025-12-17,2029-11-26
L019100,C01432,3126414,60,10.87,Credit Line,Closed,2023-09-01,2028-08-05
L019101,C08346,3601036,24,10.89,Credit Line,Defaulted,2023-02-20,2025-02-09
L019102,C03096,3748160,120,16.84,Business Loan,Closed,2022-12-19,2032-10-27
L019103,C07236,2445525,24,9.33,Education Loan,Closed,2024-12-11,2026-12-01
L019104,C00742,712677,12,14.3,Education Loan,Closed,2025-04-14,2026-04-09
L019105,C08891,778021,48,8.69,Home Loan,Active,2021-11-15,2025-10-25
L019106,C06028,226143,84,11.81,Home Loan,Active,2023-07-16,2030-06-09
L019107,C00487,1628835,48,17.27,Business Loan,Active,2021-05-01,2025-04-10
L019108,C05121,1838552,12,17.77,Business Loan,Closed,2024-02-27,2025-02-21
L019109,C09422,1977906,120,7.33,Home Loan,Closed,2021-04-04,2031-02-11
L019110,C05590,130843,24,15.41,Home Loan,Closed,2024-10-01,2026-09-21
L019111,C03992,2646721,240,16.75,Credit Line,Closed,2025-03-07,2044-11-22
L019112,C00589,4761957,48,12.12,Business Loan,Closed,2023-05-08,2027-04-17
L019113,C01413,3651782,84,12.09,Credit Line,Active,2025-10-31,2032-09-24
L019114,C09251,2471121,120,9.95,Auto Loan,Active,2025-05-28,2035-04-06
L019115,C02597,4409082,120,14.74,Home Loan,Active,2022-06-08,2032-04-16
L019116,C07092,4233017,84,10.25,Home Loan,Active,2022-10-27,2029-09-20
L019117,C03997,4157777,36,17.28,Auto Loan,Active,2022-12-02,2025-11-16
L019118,C08598,3937875,84,9.67,Education Loan,Active,2021-11-03,2028-09-27
L019119,C08143,3829934,180,12.78,Credit Line,Closed,2021-01-04,2035-10-18
L019120,C02898,1958980,36,16.71,Credit Line,Closed,2021-04-22,2024-04-06
L019121,C06269,4157358,84,9.42,Credit Line,Active,2022-08-05,2029-06-29
L019122,C01922,4025766,240,11.74,Personal Loan,Closed,2022-02-18,2041-11-05
L019123,C02398,4959569,180,15.79,Personal Loan,Closed,2024-11-02,2039-08-16
L019124,C02419,1907456,240,16.0,Personal Loan,Defaulted,2022-02-12,2041-10-30
L019125,C00739,3345684,180,7.23,Auto Loan,Active,2025-06-13,2040-03-26
L019126,C05150,1624229,24,16.29,Home Loan,Active,2022-02-18,2024-02-08
L019127,C01588,436948,60,9.06,Credit Line,Closed,2021-08-31,2026-08-05
L019128,C06259,4363622,60,15.74,Education Loan,Closed,2024-01-02,2028-12-06
L019129,C05884,1859158,180,17.91,Home Loan,Closed,2024-12-21,2039-10-04
L019130,C08333,4975754,120,14.37,Education Loan,Closed,2023-08-30,2033-07-08
L019131,C04751,849655,180,13.54,Education Loan,Closed,2023-02-07,2037-11-20
L019132,C03321,274021,12,8.14,Education Loan,Defaulted,2022-05-08,2023-05-03
L019133,C06049,4305822,84,11.17,Auto Loan,Closed,2021-01-26,2027-12-21
L019134,C05755,3804867,48,14.62,Credit Line,Defaulted,2023-10-15,2027-09-24
L019135,C05771,100063,84,11.48,Home Loan,Active,2023-12-19,2030-11-12
L019136,C06583,312990,180,9.42,Auto Loan,Active,2021-01-08,2035-10-22
L019137,C05374,1231928,36,7.28,Education Loan,Closed,2021-05-27,2024-05-11
L019138,C04842,175891,180,9.98,Business Loan,Defaulted,2025-08-24,2040-06-06
L019139,C00862,2474423,24,15.6,Auto Loan,Active,2024-05-04,2026-04-24
L019140,C01630,790053,48,7.91,Education Loan,Defaulted,2022-06-08,2026-05-18
L019141,C05710,2671718,12,13.93,Personal Loan,Closed,2022-12-13,2023-12-08
L019142,C03264,522755,36,14.49,Education Loan,Closed,2024-08-29,2027-08-14
L019143,C06567,4544977,240,7.97,Credit Line,Active,2021-06-23,2041-03-10
L019144,C09137,1307924,84,12.52,Home Loan,Closed,2025-09-29,2032-08-23
L019145,C09783,745532,84,16.29,Auto Loan,Active,2025-12-29,2032-11-22
L019146,C09294,3786187,84,9.89,Credit Line,Closed,2022-01-12,2028-12-06
L019147,C08754,2248955,180,8.56,Personal Loan,Active,2025-09-21,2040-07-04
L019148,C00989,2719035,60,8.85,Business Loan,Closed,2021-07-16,2026-06-20
L019149,C05357,3185322,60,10.76,Business Loan,Closed,2021-05-10,2026-04-14
L019150,C05350,3682066,120,7.5,Personal Loan,Active,2022-01-24,2031-12-03
L019151,C07888,903551,120,7.35,Home Loan,Closed,2021-07-01,2031-05-10
L019152,C05236,1464698,180,16.26,Credit Line,Closed,2023-05-05,2038-02-15
L019153,C07796,3741813,180,17.46,Education Loan,Active,2022-12-10,2037-09-22
L019154,C08398,2335655,84,8.27,Business Loan,Closed,2023-07-02,2030-05-26
L019155,C04137,1887549,12,12.49,Credit Line,Active,2023-01-12,2024-01-07
L019156,C09306,1333084,24,16.5,Home Loan,Active,2022-01-04,2023-12-25
L019157,C09125,2577313,180,16.6,Business Loan,Closed,2024-07-13,2039-04-26
L019158,C04577,2374242,12,8.8,Credit Line,Active,2021-01-06,2022-01-01
L019159,C06783,3236637,240,9.44,Home Loan,Active,2025-11-22,2045-08-09
L019160,C02238,4801964,12,11.45,Credit Line,Active,2024-05-21,2025-05-16
L019161,C09846,4091634,180,13.61,Education Loan,Active,2023-07-01,2038-04-13
L019162,C03228,1941224,48,13.4,Education Loan,Active,2023-01-05,2026-12-15
L019163,C02823,1958602,84,17.6,Auto Loan,Closed,2021-02-09,2028-01-04
L019164,C04138,4449326,180,11.04,Auto Loan,Closed,2025-04-26,2040-02-07
L019165,C05194,1047532,36,16.97,Home Loan,Closed,2025-06-21,2028-06-05
L019166,C04309,3782632,12,8.01,Education Loan,Closed,2025-10-30,2026-10-25
L019167,C05940,812912,36,12.75,Personal Loan,Closed,2022-04-01,2025-03-16
L019168,C09046,4440283,60,16.8,Auto Loan,Active,2025-01-30,2030-01-04
L019169,C01128,1754609,24,7.26,Home Loan,Active,2025-11-29,2027-11-19
L019170,C05933,2817959,24,9.5,Credit Line,Closed,2023-01-30,2025-01-19
L019171,C06362,1025019,120,11.86,Personal Loan,Closed,2022-02-14,2031-12-24
L019172,C07919,4588308,120,15.08,Personal Loan,Closed,2023-07-04,2033-05-12
L019173,C06092,3650231,240,9.93,Credit Line,Defaulted,2024-01-15,2043-10-02
L019174,C04866,1237142,36,13.26,Personal Loan,Closed,2023-10-12,2026-09-26
L019175,C01528,2129330,36,8.57,Business Loan,Active,2024-10-26,2027-10-11
L019176,C05603,160860,36,13.73,Auto Loan,Defaulted,2022-09-03,2025-08-18
L019177,C04787,2417189,240,12.82,Personal Loan,Closed,2022-04-29,2042-01-14
L019178,C01105,1202455,240,17.75,Home Loan,Closed,2021-06-16,2041-03-03
